"Class","Status.of.existing.checking.account","Duration.in.month","Credit.history","Purpose","Credit.amount","Savings.account.bonds","Present.employment.since","Installment.rate.in.percentage.of.disposable.income","Other.debtors...guarantors","Present.residence.since","Property","Age.in.years","Other.installment.plans","Housing","Number.of.existing.credits.at.this.bank","Job","Number.of.people.being.liable.to.provide.maintenance.for","Telephone","Foreign.worker","Gender","Marital.Status","Weights"
"2","< 0 DM","(15~18]","existing credits paid","car (new)","(765~1.09e+03]","< 100 DM","< 1 year","(0~2]","none","(0~2]","car or other","(18~23]","none","own","(0~2]","unskilled resident","(0~2]","none","yes","female","divorced/separated/married","0.8727273"
"1","0 - 200 DM","(9~12]","existing credits paid","business","(765~1.09e+03]","100 - 500 DM","4 - 7 years","(0~2]","none","(3~4]","real estate","(18~23]","none","rent","(0~2]","unskilled resident","(0~2]","none","yes","female","divorced/separated/married","1.0666667"
"1","no checking account","(24~30]","critical account","radio/television","(4.72e+03~6.31e+03]","< 100 DM","4 - 7 years","(3~4]","none","(0~2]","car or other","(24~26]","none","own","(0~2]","skilled employee","(0~2]","none","yes","female","divorced/separated/married","1.0000000"
"2","no checking account","(9~12]","delay in paying","repairs","(1.55e+03~1.91e+03]",">= 1000 DM",">= 7 years","(3~4]","none","(3~4]","unknown/no property","(49~57]","none","for free","(0~2]","skilled employee","(0~2]","none","yes","male","single","1.0000000"
"2","< 0 DM","(18~24]","existing credits paid","car (new)","(1.26e+03~1.4e+03]","unknown/no savings","4 - 7 years","(3~4]","none","(3~4]","unknown/no property","(30~32]","none","rent","(0~2]","skilled employee","(0~2]","none","yes","female","divorced/separated/married","1.0000000"
"1",">= 200 DM","(3~6]","critical account","car (new)","(1.26e+03~1.4e+03]","< 100 DM","1 - 4 years","(0~2]","none","(0~2]","real estate","(57~75]","none","own","(2~4]","unemployed/non-resident","(0~2]","none","no","male","single","1.0000000"
"2",">= 200 DM","(12~15]","critical account","radio/television","(1.26e+03~1.4e+03]","unknown/no savings","1 - 4 years","(2~3]","none","(3~4]","unknown/no property","(38~41]","none","for free","(0~2]","skilled employee","(0~2]","yes~ registered","yes","male","single","1.0000000"
"1","no checking account","(18~24]","existing credits paid","car (new)","(1.26e+03~1.4e+03]","< 100 DM","1 - 4 years","(0~2]","guarantor","(0~2]","real estate","(30~32]","none","own","(0~2]","skilled employee","(0~2]","yes~ registered","yes","male","single","1.0000000"
"2","< 0 DM","(9~12]","critical account","car (new)","(249~765]","< 100 DM",">= 7 years","(3~4]","none","(2~3]","building society savings","(34~36]","none","own","(0~2]","skilled employee","(0~2]","none","yes","male","single","1.0000000"
"1","no checking account","(12~15]","critical account","car (new)","(4.72e+03~6.31e+03]","unknown/no savings",">= 7 years","(0~2]","none","(3~4]","car or other","(57~75]","none","own","(0~2]","skilled employee","(0~2]","yes~ registered","yes","female","divorced/separated/married","1.0000000"
"2","< 0 DM","(15~18]","critical account","furniture/equipment","(1.91e+03~2.15e+03]","< 100 DM","1 - 4 years","(3~4]","none","(3~4]","real estate","(23~24]","none","rent","(0~2]","skilled employee","(0~2]","none","yes","female","divorced/separated/married","1.0000000"
"1","< 0 DM","(9~12]","existing credits paid","radio/television","(2.15e+03~2.46e+03]","< 100 DM","1 - 4 years","(3~4]","none","(2~3]","building society savings","(23~24]","none","own","(0~2]","unskilled resident","(0~2]","none","yes","male","single","1.0000000"
"2","no checking account","(18~24]","critical account","car (new)","(8.1e+03~1.84e+04]","unknown/no savings",">= 7 years","(3~4]","none","(3~4]","unknown/no property","(28~30]","none","for free","(0~2]","management/self-employed","(0~2]","yes~ registered","yes","male","single","1.0000000"
"1","no checking account","(18~24]","critical account","car (new)","(2.46e+03~2.85e+03]","100 - 500 DM","4 - 7 years","(3~4]","none","(2~3]","building society savings","(26~27]","none","own","(0~2]","skilled employee","(0~2]","yes~ registered","yes","male","married/widowed","1.0000000"
"1","0 - 200 DM","(9~12]","existing credits paid","radio/television","(1.09e+03~1.26e+03]","< 100 DM",">= 7 years","(2~3]","guarantor","(2~3]","real estate","(38~41]","bank","own","(0~2]","unskilled resident","(0~2]","none","yes","male","married/widowed","1.0000000"
"2","< 0 DM","(24~30]","existing credits paid","furniture/equipment","(2.85e+03~3.37e+03]","< 100 DM","< 1 year","(0~2]","none","(3~4]","building society savings","(30~32]","none","own","(0~2]","unskilled resident","(0~2]","none","yes","male","divorced/separated","1.0000000"
"1","no checking account","(9~12]","existing credits paid","car (used)","(2.85e+03~3.37e+03]","unknown/no savings","< 1 year","(0~2]","none","(3~4]","real estate","(30~32]","none","rent","(0~2]","skilled employee","(0~2]","none","yes","female","divorced/separated/married","1.0000000"
"1","0 - 200 DM","(9~12]","critical account","furniture/equipment","(3.37e+03~3.85e+03]","< 100 DM",">= 7 years","(0~2]","none","(3~4]","car or other","(27~28]","none","rent","(2~4]","skilled employee","(0~2]","yes~ registered","yes","male","single","1.0000000"
"1","no checking account","(9~12]","critical account","radio/television","(1.55e+03~1.91e+03]","< 100 DM",">= 7 years","(0~2]","none","(3~4]","real estate","(57~75]","none","own","(0~2]","unskilled resident","(0~2]","yes~ registered","yes","male","single","1.0000000"
"1","< 0 DM","(18~24]","existing credits paid","car (used)","(2.46e+03~2.85e+03]","unknown/no savings",">= 7 years","(0~2]","none","(3~4]","real estate","(24~26]","none","rent","(0~2]","skilled employee","(0~2]","none","yes","female","divorced/separated/married","1.0000000"
"2","< 0 DM","(30~36]","critical account","education","(6.31e+03~8.1e+03]","< 100 DM","1 - 4 years","(2~3]","none","(0~2]","unknown/no property","(24~26]","none","own","(0~2]","management/self-employed","(0~2]","yes~ registered","yes","female","divorced/separated/married","1.0000000"
"1","no checking account","(18~24]","critical account","car (used)","(2.85e+03~3.37e+03]","< 100 DM",">= 7 years","(0~2]","none","(3~4]","car or other","(34~36]","none","own","(0~2]","management/self-employed","(0~2]","yes~ registered","yes","male","single","1.0000000"
"1","no checking account","(18~24]","critical account","radio/television","(2.15e+03~2.46e+03]","100 - 500 DM",">= 7 years","(3~4]","none","(3~4]","building society savings","(49~57]","bank","own","(0~2]","skilled employee","(0~2]","none","yes","male","single","1.0000000"
"1",">= 200 DM","(9~12]","critical account","car (new)","(1.4e+03~1.55e+03]","500 - 1000 DM","unemployed","(0~2]","none","(3~4]","unknown/no property","(57~75]","bank","for free","(2~4]","unemployed/non-resident","(0~2]","none","yes","male","single","1.0000000"
"2","< 0 DM","(18~24]","existing credits paid","car (new)","(1.26e+03~1.4e+03]","unknown/no savings","1 - 4 years","(3~4]","none","(3~4]","real estate","(24~26]","none","rent","(0~2]","skilled employee","(0~2]","none","yes","female","divorced/separated/married","1.0000000"
"1","no checking account","(30~36]","critical account","car (new)","(3.37e+03~3.85e+03]","< 100 DM","4 - 7 years","(3~4]","none","(3~4]","car or other","(36~38]","none","own","(0~2]","skilled employee","(0~2]","yes~ registered","yes","male","single","1.0000000"
"1","< 0 DM","(15~18]","existing credits paid","radio/television","(3.37e+03~3.85e+03]","< 100 DM","4 - 7 years","(3~4]","guarantor","(0~2]","real estate","(24~26]","none","own","(0~2]","skilled employee","(0~2]","none","yes","female","divorced/separated/married","1.0000000"
"1","no checking account","(30~36]","critical account","car (used)","(4.72e+03~6.31e+03]",">= 1000 DM",">= 7 years","(3~4]","none","(0~2]","car or other","(36~38]","none","own","(0~2]","management/self-employed","(0~2]","yes~ registered","yes","male","single","1.0000000"
"1","0 - 200 DM","(15~18]","existing credits paid","repairs","(3.85e+03~4.72e+03]","< 100 DM","unemployed","(0~2]","none","(3~4]","car or other","(57~75]","none","own","(0~2]","skilled employee","(0~2]","yes~ registered","yes","female","divorced/separated/married","1.0000000"
"2","0 - 200 DM","(36~45]","critical account","radio/television","(4.72e+03~6.31e+03]","< 100 DM","4 - 7 years","(0~2]","guarantor","(0~2]","real estate","(24~26]","none","own","(0~2]","skilled employee","(0~2]","none","yes","male","single","1.0000000"
"1","no checking account","(18~24]","critical account","car (new)","(1.91e+03~2.15e+03]",">= 1000 DM",">= 7 years","(3~4]","none","(3~4]","real estate","(57~75]","none","own","(0~2]","skilled employee","(0~2]","yes~ registered","yes","male","single","1.0000000"
"1","0 - 200 DM","(9~12]","no credits/all paid","retraining","(1.4e+03~1.55e+03]","< 100 DM","1 - 4 years","(0~2]","none","(0~2]","real estate","(30~32]","none","own","(0~2]","unskilled resident","(0~2]","yes~ registered","yes","male","single","1.0000000"
"2","0 - 200 DM","(9~12]","existing credits paid","car (new)","(765~1.09e+03]","100 - 500 DM","< 1 year","(3~4]","none","(0~2]","building society savings","(18~23]","bank","own","(0~2]","unskilled resident","(0~2]","none","yes","female","divorced/separated/married","0.8727273"
"1","0 - 200 DM","(18~24]","existing credits paid","car (used)","(6.31e+03~8.1e+03]","unknown/no savings","unemployed","(0~2]","none","(3~4]","real estate","(57~75]","none","own","(0~2]","management/self-employed","(0~2]","yes~ registered","yes","male","divorced/separated","1.0000000"
"1","0 - 200 DM","(15~18]","existing credits paid","business","(1.91e+03~2.15e+03]",">= 1000 DM","1 - 4 years","(3~4]","none","(0~2]","building society savings","(34~36]","none","own","(0~2]","unskilled resident","(0~2]","yes~ registered","yes","male","single","1.0000000"
"1","no checking account","(18~24]","existing credits paid","radio/television","(2.46e+03~2.85e+03]","500 - 1000 DM",">= 7 years","(2~3]","none","(3~4]","car or other","(38~41]","none","own","(0~2]","skilled employee","(0~2]","none","yes","male","single","1.0000000"
"1","no checking account","(45~72]","critical account","car (used)","(2.46e+03~2.85e+03]","unknown/no savings",">= 7 years","(3~4]","none","(2~3]","car or other","(36~38]","none","own","(0~2]","skilled employee","(0~2]","yes~ registered","yes","male","single","1.0000000"
"2","0 - 200 DM","(45~72]","delay in paying","education","(4.72e+03~6.31e+03]","< 100 DM",">= 7 years","(3~4]","none","(3~4]","unknown/no property","(49~57]","none","for free","(0~2]","skilled employee","(0~2]","none","yes","male","single","1.0000000"
"2","< 0 DM","(36~45]","critical account","education","(4.72e+03~6.31e+03]","< 100 DM","1 - 4 years","(3~4]","none","(2~3]","unknown/no property","(26~27]","bank","own","(0~2]","skilled employee","(0~2]","yes~ registered","yes","male","single","1.0000000"
"2","0 - 200 DM","(18~24]","existing credits paid","business","(1.09e+03~1.26e+03]","< 100 DM",">= 7 years","(0~2]","none","(3~4]","building society savings","(38~41]","none","own","(0~2]","skilled employee","(0~2]","none","yes","female","divorced/separated/married","1.0000000"
"1","no checking account","(18~24]","existing credits paid","car (used)","(4.72e+03~6.31e+03]","unknown/no savings",">= 7 years","(2~3]","none","(3~4]","car or other","(38~41]","none","own","(0~2]","management/self-employed","(0~2]","yes~ registered","yes","male","single","1.0000000"
"1","no checking account","(3~6]","critical account","furniture/equipment","(1.09e+03~1.26e+03]","unknown/no savings","1 - 4 years","(0~2]","none","(0~2]","building society savings","(26~27]","none","own","(0~2]","skilled employee","(0~2]","none","yes","male","married/widowed","1.0000000"
"1",">= 200 DM","(18~24]","existing credits paid","furniture/equipment","(2.85e+03~3.37e+03]","< 100 DM",">= 7 years","(2~3]","none","(3~4]","unknown/no property","(49~57]","none","for free","(0~2]","skilled employee","(0~2]","none","yes","male","divorced/separated","1.0000000"
"1","no checking account","(18~24]","existing credits paid","furniture/equipment","(2.85e+03~3.37e+03]","500 - 1000 DM",">= 7 years","(3~4]","none","(2~3]","unknown/no property","(30~32]","none","rent","(0~2]","skilled employee","(0~2]","yes~ registered","yes","male","single","1.0000000"
"1","no checking account","(6~9]","existing credits paid","furniture/equipment","(2.15e+03~2.46e+03]","100 - 500 DM","< 1 year","(0~2]","none","(3~4]","building society savings","(18~23]","none","rent","(0~2]","skilled employee","(0~2]","none","yes","female","divorced/separated/married","1.0000000"
"2","< 0 DM","(15~18]","existing credits paid","car (used)","(6.31e+03~8.1e+03]","unknown/no savings",">= 7 years","(0~2]","none","(3~4]","building society savings","(49~57]","none","for free","(0~2]","skilled employee","(0~2]","yes~ registered","yes","male","single","1.0000000"
"1","no checking account","(9~12]","critical account","furniture/equipment","(1.09e+03~1.26e+03]","< 100 DM","< 1 year","(0~2]","none","(3~4]","building society savings","(18~23]","none","rent","(0~2]","unskilled resident","(0~2]","none","yes","female","divorced/separated/married","1.0666667"
"1","no checking account","(18~24]","delay in paying","car (new)","(249~765]","unknown/no savings",">= 7 years","(3~4]","none","(3~4]","car or other","(49~57]","none","own","(0~2]","skilled employee","(0~2]","yes~ registered","yes","male","married/widowed","1.0000000"
"1","0 - 200 DM","(6~9]","existing credits paid","car (new)","(1.4e+03~1.55e+03]","unknown/no savings","< 1 year","(3~4]","none","(0~2]","real estate","(34~36]","none","own","(0~2]","unemployed/non-resident","(0~2]","none","yes","male","single","1.0000000"
"1","no checking account","(18~24]","critical account","education","(1.55e+03~1.91e+03]","< 100 DM",">= 7 years","(3~4]","none","(3~4]","unknown/no property","(49~57]","none","for free","(0~2]","skilled employee","(0~2]","none","yes","male","single","1.0000000"
"1","0 - 200 DM","(15~18]","critical account","radio/television","(1.55e+03~1.91e+03]","< 100 DM",">= 7 years","(2~3]","guarantor","(3~4]","real estate","(45~49]","bank","rent","(0~2]","unskilled resident","(0~2]","yes~ registered","yes","female","divorced/separated/married","1.0666667"
"1","< 0 DM","(18~24]","critical account","furniture/equipment","(3.85e+03~4.72e+03]","< 100 DM",">= 7 years","(0~2]","none","(3~4]","building society savings","(23~24]","none","own","(0~2]","skilled employee","(0~2]","none","yes","female","divorced/separated/married","1.0000000"
"1","no checking account","(9~12]","critical account","radio/television","(765~1.09e+03]","unknown/no savings",">= 7 years","(3~4]","none","(3~4]","car or other","(34~36]","none","own","(0~2]","skilled employee","(0~2]","none","yes","male","single","1.0000000"
"1","0 - 200 DM","(9~12]","existing credits paid","car (new)","(6.31e+03~8.1e+03]","unknown/no savings","unemployed","(0~2]","none","(0~2]","real estate","(23~24]","none","rent","(0~2]","unemployed/non-resident","(0~2]","none","yes","female","divorced/separated/married","1.0000000"
"2","< 0 DM","(30~36]","existing credits paid","car (new)","(8.1e+03~1.84e+04]","< 100 DM","4 - 7 years","(0~2]","none","(0~2]","car or other","(23~24]","none","own","(0~2]","skilled employee","(0~2]","yes~ registered","yes","male","single","1.0000000"
"1","0 - 200 DM","(3~6]","existing credits paid","radio/television","(249~765]","< 100 DM","< 1 year","(2~3]","none","(2~3]","real estate","(24~26]","none","own","(0~2]","unskilled resident","(0~2]","none","no","male","married/widowed","1.0000000"
"1","no checking account","(9~12]","critical account","radio/television","(765~1.09e+03]","unknown/no savings",">= 7 years","(3~4]","none","(3~4]","real estate","(57~75]","none","own","(2~4]","skilled employee","(0~2]","none","yes","male","single","1.0000000"
"1","0 - 200 DM","(36~45]","all credits paid","car (used)","(8.1e+03~1.84e+04]","< 100 DM","unemployed","(0~2]","none","(0~2]","unknown/no property","(49~57]","bank","for free","(0~2]","management/self-employed","(0~2]","yes~ registered","yes","male","single","1.0000000"
"2","0 - 200 DM","(12~15]","no credits/all paid","car (new)","(1.55e+03~1.91e+03]","< 100 DM","< 1 year","(0~2]","none","(0~2]","real estate","(24~26]","none","rent","(0~2]","unemployed/non-resident","(0~2]","none","yes","female","divorced/separated/married","1.0000000"
"1","0 - 200 DM","(6~9]","existing credits paid","business","(765~1.09e+03]","< 100 DM","< 1 year","(2~3]","none","(0~2]","real estate","(24~26]","none","own","(0~2]","skilled employee","(0~2]","yes~ registered","yes","male","married/widowed","1.0000000"
"1","0 - 200 DM","(3~6]","existing credits paid","radio/television","(249~765]","< 100 DM","4 - 7 years","(2~3]","guarantor","(2~3]","real estate","(27~28]","bank","own","(0~2]","unskilled resident","(0~2]","none","yes","male","married/widowed","1.0000000"
"2","< 0 DM","(30~36]","critical account","car (used)","(8.1e+03~1.84e+04]","< 100 DM","4 - 7 years","(3~4]","none","(3~4]","car or other","(23~24]","none","own","(0~2]","skilled employee","(0~2]","yes~ registered","yes","male","single","1.0000000"
"2","< 0 DM","(45~72]","existing credits paid","domestic appliances","(2.85e+03~3.37e+03]","< 100 DM","1 - 4 years","(2~3]","none","(3~4]","car or other","(49~57]","none","own","(0~2]","skilled employee","(0~2]","none","yes","male","single","1.0000000"
"2","< 0 DM","(45~72]","existing credits paid","car (new)","(3.85e+03~4.72e+03]","< 100 DM","4 - 7 years","(3~4]","none","(3~4]","unknown/no property","(45~49]","none","for free","(0~2]","skilled employee","(0~2]","none","yes","male","single","1.0000000"
"1","0 - 200 DM","(30~36]","delay in paying","car (new)","(6.31e+03~8.1e+03]","< 100 DM","1 - 4 years","(0~2]","none","(0~2]","building society savings","(49~57]","none","rent","(0~2]","skilled employee","(0~2]","none","yes","female","divorced/separated/married","1.0000000"
"1","no checking account","(3~6]","existing credits paid","domestic appliances","(1.26e+03~1.4e+03]","500 - 1000 DM","1 - 4 years","(0~2]","none","(3~4]","real estate","(57~75]","none","own","(0~2]","skilled employee","(0~2]","none","yes","male","divorced/separated","1.0000000"
"1","no checking account","(3~6]","critical account","radio/television","(1.4e+03~1.55e+03]","< 100 DM","4 - 7 years","(0~2]","none","(0~2]","car or other","(23~24]","none","rent","(0~2]","skilled employee","(0~2]","yes~ registered","yes","female","divorced/separated/married","1.0000000"
"1","< 0 DM","(30~36]","existing credits paid","others","(8.1e+03~1.84e+04]","< 100 DM","unemployed","(0~2]","co-applicant","(2~3]","car or other","(41~45]","none","own","(0~2]","management/self-employed","(0~2]","none","yes","male","divorced/separated","1.0000000"
"2","< 0 DM","(15~18]","existing credits paid","radio/television","(1.26e+03~1.4e+03]","< 100 DM","1 - 4 years","(3~4]","none","(2~3]","real estate","(24~26]","bank","own","(0~2]","skilled employee","(0~2]","none","yes","male","married/widowed","1.0000000"
"1","no checking account","(9~12]","existing credits paid","car (new)","(1.09e+03~1.26e+03]","< 100 DM","1 - 4 years","(2~3]","none","(0~2]","real estate","(26~27]","none","own","(0~2]","skilled employee","(0~2]","yes~ registered","yes","male","married/widowed","1.0000000"
"1",">= 200 DM","(9~12]","existing credits paid","radio/television","(2.85e+03~3.37e+03]","< 100 DM","1 - 4 years","(2~3]","none","(0~2]","car or other","(23~24]","none","own","(0~2]","skilled employee","(0~2]","none","yes","male","married/widowed","1.0000000"
"2","< 0 DM","(30~36]","existing credits paid","furniture/equipment","(2.46e+03~2.85e+03]","< 100 DM",">= 7 years","(0~2]","none","(0~2]","building society savings","(38~41]","bank","own","(0~2]","skilled employee","(0~2]","none","yes","male","single","1.0000000"
"1","< 0 DM","(6~9]","critical account","car (new)","(249~765]","< 100 DM",">= 7 years","(3~4]","none","(3~4]","real estate","(45~49]","none","own","(0~2]","unskilled resident","(0~2]","none","yes","male","single","1.0000000"
"1","no checking account","(15~18]","critical account","furniture/equipment","(3.37e+03~3.85e+03]","< 100 DM","< 1 year","(2~3]","none","(0~2]","car or other","(34~36]","none","own","(0~2]","management/self-employed","(0~2]","yes~ registered","yes","male","divorced/separated","1.0000000"
"1","< 0 DM","(18~24]","critical account","car (new)","(1.55e+03~1.91e+03]","< 100 DM",">= 7 years","(3~4]","none","(2~3]","car or other","(28~30]","none","own","(0~2]","skilled employee","(0~2]","yes~ registered","yes","male","married/widowed","1.0000000"
"2","< 0 DM","(15~18]","critical account","car (new)","(3.85e+03~4.72e+03]","< 100 DM",">= 7 years","(0~2]","none","(3~4]","real estate","(32~34]","bank","rent","(2~4]","skilled employee","(0~2]","yes~ registered","yes","female","divorced/separated/married","1.0000000"
"2","no checking account","(15~18]","no credits/all paid","business","(3.85e+03~4.72e+03]","< 100 DM","1 - 4 years","(0~2]","none","(0~2]","car or other","(34~36]","stores","own","(0~2]","skilled employee","(0~2]","none","yes","male","single","1.0000000"
"2","< 0 DM","(30~36]","existing credits paid","car (used)","(8.1e+03~1.84e+04]","unknown/no savings",">= 7 years","(2~3]","none","(3~4]","unknown/no property","(45~49]","none","for free","(0~2]","skilled employee","(0~2]","none","yes","male","single","1.0000000"
"1","0 - 200 DM","(45~72]","delay in paying","business","(6.31e+03~8.1e+03]","unknown/no savings","1 - 4 years","(3~4]","none","(3~4]","unknown/no property","(36~38]","none","for free","(0~2]","skilled employee","(0~2]","yes~ registered","yes","male","single","1.0000000"
"1","no checking account","(18~24]","delay in paying","business","(2.15e+03~2.46e+03]","500 - 1000 DM","1 - 4 years","(3~4]","none","(0~2]","car or other","(41~45]","none","own","(0~2]","skilled employee","(0~2]","yes~ registered","yes","male","single","1.0000000"
"2","< 0 DM","(15~18]","existing credits paid","car (new)","(1.09e+03~1.26e+03]","< 100 DM","< 1 year","(3~4]","none","(2~3]","car or other","(18~23]","none","rent","(0~2]","skilled employee","(0~2]","yes~ registered","yes","female","divorced/separated/married","1.0000000"
"2","< 0 DM","(36~45]","no credits/all paid","business","(8.1e+03~1.84e+04]","< 100 DM",">= 7 years","(0~2]","none","(3~4]","car or other","(28~30]","none","rent","(0~2]","skilled employee","(0~2]","none","yes","male","single","1.0000000"
"1","0 - 200 DM","(18~24]","existing credits paid","radio/television","(4.72e+03~6.31e+03]","unknown/no savings",">= 7 years","(0~2]","none","(3~4]","car or other","(41~45]","none","own","(0~2]","skilled employee","(0~2]","yes~ registered","yes","female","divorced/separated/married","1.0000000"
"2",">= 200 DM","(12~15]","existing credits paid","radio/television","(2.15e+03~2.46e+03]","< 100 DM","< 1 year","(0~2]","none","(2~3]","real estate","(24~26]","none","own","(0~2]","unskilled resident","(0~2]","none","yes","female","divorced/separated/married","0.8727273"
"2","< 0 DM","(9~12]","no credits/all paid","car (new)","(765~1.09e+03]","< 100 DM","1 - 4 years","(3~4]","none","(3~4]","car or other","(45~49]","bank","own","(0~2]","skilled employee","(0~2]","none","yes","male","single","1.0000000"
"1","no checking account","(9~12]","existing credits paid","radio/television","(765~1.09e+03]","unknown/no savings","1 - 4 years","(3~4]","none","(0~2]","car or other","(18~23]","none","own","(0~2]","skilled employee","(0~2]","none","yes","female","divorced/separated/married","1.0000000"
"1","no checking account","(3~6]","existing credits paid","furniture/equipment","(249~765]","< 100 DM","< 1 year","(0~2]","none","(2~3]","real estate","(18~23]","none","rent","(0~2]","unskilled resident","(0~2]","none","yes","female","divorced/separated/married","1.0666667"
"1","< 0 DM","(18~24]","critical account","car (used)","(2.85e+03~3.37e+03]","< 100 DM",">= 7 years","(3~4]","none","(3~4]","building society savings","(57~75]","none","own","(0~2]","skilled employee","(0~2]","yes~ registered","yes","male","single","1.0000000"
"1","no checking account","(18~24]","critical account","radio/television","(2.46e+03~2.85e+03]","< 100 DM",">= 7 years","(3~4]","co-applicant","(2~3]","real estate","(45~49]","none","own","(0~2]","skilled employee","(0~2]","none","yes","male","married/widowed","1.0000000"
"2","< 0 DM","(30~36]","existing credits paid","furniture/equipment","(4.72e+03~6.31e+03]","< 100 DM","4 - 7 years","(3~4]","none","(0~2]","building society savings","(28~30]","none","own","(0~2]","skilled employee","(0~2]","none","yes","male","single","1.0000000"
"1","no checking account","(18~24]","delay in paying","car (used)","(2.85e+03~3.37e+03]","< 100 DM","1 - 4 years","(2~3]","none","(0~2]","real estate","(27~28]","stores","own","(0~2]","unskilled resident","(0~2]","none","yes","male","single","1.0000000"
"2","no checking account","(15~18]","existing credits paid","repairs","(1.91e+03~2.15e+03]","< 100 DM","< 1 year","(3~4]","none","(3~4]","real estate","(18~23]","none","own","(0~2]","skilled employee","(0~2]","none","yes","female","divorced/separated/married","1.0000000"
"1","no checking account","(18~24]","all credits paid","business","(1.55e+03~1.91e+03]","< 100 DM","4 - 7 years","(3~4]","none","(3~4]","car or other","(49~57]","bank","own","(0~2]","skilled employee","(0~2]","yes~ registered","yes","male","single","1.0000000"
"1","no checking account","(15~18]","existing credits paid","furniture/equipment","(3.37e+03~3.85e+03]","< 100 DM",">= 7 years","(3~4]","none","(3~4]","building society savings","(45~49]","bank","own","(2~4]","skilled employee","(0~2]","yes~ registered","yes","male","single","1.0000000"
"1","0 - 200 DM","(18~24]","existing credits paid","furniture/equipment","(3.85e+03~4.72e+03]","unknown/no savings","4 - 7 years","(0~2]","none","(2~3]","car or other","(34~36]","none","own","(0~2]","skilled employee","(0~2]","yes~ registered","yes","male","single","1.0000000"
"2","no checking account","(15~18]","existing credits paid","car (new)","(6.31e+03~8.1e+03]","unknown/no savings","1 - 4 years","(0~2]","none","(3~4]","car or other","(57~75]","none","rent","(0~2]","skilled employee","(0~2]","none","yes","male","single","1.0000000"
"1","no checking account","(18~24]","existing credits paid","car (new)","(1.09e+03~1.26e+03]","< 100 DM","< 1 year","(3~4]","none","(0~2]","real estate","(27~28]","none","own","(0~2]","skilled employee","(0~2]","none","yes","male","married/widowed","1.0000000"
"1","< 0 DM","(6~9]","existing credits paid","radio/television","(1.26e+03~1.4e+03]","< 100 DM","4 - 7 years","(2~3]","none","(3~4]","real estate","(57~75]","none","own","(0~2]","skilled employee","(0~2]","none","yes","male","single","1.0000000"
"2","< 0 DM","(9~12]","existing credits paid","radio/television","(249~765]","< 100 DM",">= 7 years","(3~4]","none","(3~4]","real estate","(49~57]","stores","own","(0~2]","unskilled resident","(0~2]","none","yes","male","single","1.0000000"
"2","< 0 DM","(18~24]","critical account","car (new)","(2.15e+03~2.46e+03]","< 100 DM","1 - 4 years","(3~4]","guarantor","(0~2]","building society savings","(32~34]","bank","rent","(0~2]","skilled employee","(0~2]","none","no","male","married/widowed","1.2000000"
"1","no checking account","(18~24]","critical account","car (used)","(3.85e+03~4.72e+03]","unknown/no savings","4 - 7 years","(2~3]","none","(3~4]","building society savings","(41~45]","none","own","(0~2]","skilled employee","(0~2]","yes~ registered","yes","male","single","1.0000000"
"1","no checking account","(12~15]","critical account","radio/television","(1.4e+03~1.55e+03]","< 100 DM","1 - 4 years","(3~4]","none","(3~4]","unknown/no property","(34~36]","none","for free","(0~2]","skilled employee","(0~2]","yes~ registered","yes","male","single","1.0000000"
"2","< 0 DM","(15~18]","all credits paid","car (new)","(1.4e+03~1.55e+03]","< 100 DM","4 - 7 years","(3~4]","none","(3~4]","unknown/no property","(30~32]","none","for free","(0~2]","unskilled resident","(0~2]","none","yes","male","single","1.0000000"
"1","no checking account","(30~36]","delay in paying","car (new)","(8.1e+03~1.84e+04]","< 100 DM",">= 7 years","(0~2]","none","(0~2]","car or other","(41~45]","none","own","(0~2]","skilled employee","(0~2]","yes~ registered","yes","male","single","1.0000000"
"1","no checking account","(18~24]","existing credits paid","car (new)","(1.4e+03~1.55e+03]","100 - 500 DM","< 1 year","(3~4]","none","(2~3]","real estate","(32~34]","none","own","(0~2]","skilled employee","(0~2]","yes~ registered","yes","male","married/widowed","1.0000000"
"1","no checking account","(9~12]","existing credits paid","retraining","(765~1.09e+03]","unknown/no savings","4 - 7 years","(3~4]","none","(2~3]","building society savings","(38~41]","none","own","(0~2]","skilled employee","(0~2]","yes~ registered","yes","female","divorced/separated/married","1.0000000"
"1","no checking account","(12~15]","critical account","furniture/equipment","(2.85e+03~3.37e+03]","< 100 DM","1 - 4 years","(3~4]","none","(0~2]","unknown/no property","(27~28]","none","for free","(0~2]","skilled employee","(0~2]","yes~ registered","yes","male","single","1.0000000"
"2","< 0 DM","(12~15]","existing credits paid","car (new)","(3.85e+03~4.72e+03]","< 100 DM","1 - 4 years","(2~3]","none","(0~2]","building society savings","(28~30]","none","own","(0~2]","skilled employee","(0~2]","yes~ registered","yes","female","divorced/separated/married","1.0000000"
"1","no checking account","(6~9]","existing credits paid","car (new)","(3.37e+03~3.85e+03]","100 - 500 DM","1 - 4 years","(0~2]","guarantor","(0~2]","real estate","(24~26]","none","rent","(0~2]","skilled employee","(0~2]","none","no","male","single","1.0000000"
"1","no checking account","(18~24]","critical account","car (used)","(4.72e+03~6.31e+03]",">= 1000 DM","1 - 4 years","(3~4]","none","(0~2]","real estate","(26~27]","none","own","(0~2]","skilled employee","(0~2]","none","yes","male","single","1.0000000"
