"Class","Status.of.existing.checking.account","Duration.in.month","Credit.history","Purpose","Credit.amount","Savings.account.bonds","Present.employment.since","Installment.rate.in.percentage.of.disposable.income","Other.debtors...guarantors","Present.residence.since","Property","Age.in.years","Other.installment.plans","Housing","Number.of.existing.credits.at.this.bank","Job","Number.of.people.being.liable.to.provide.maintenance.for","Telephone","Foreign.worker","Gender","Marital.Status","Weights"
"2","2","12","5","2","1082","3","1","4","3","4","2","48","1","2","2","2","1","1","2","2","4","1"
"1","4","12","4","8","886","5","1","4","3","2","2","21","2","2","1","2","1","1","2","1","2","1"
"1","4","4","4","6","601","3","3","1","3","3","3","23","2","3","1","4","2","1","2","1","2","1.06666666666667"
"1","2","24","2","3","2957","3","4","4","3","4","1","63","2","2","2","2","1","2","2","2","4","1"
"1","4","24","2","8","2611","3","4","4","1","3","3","46","2","2","2","2","1","1","2","2","3","1"
"2","2","36","4","6","5179","3","2","4","3","2","1","29","2","2","1","2","1","1","2","2","4","1"
"1","4","21","3","3","2993","3","1","3","3","2","3","28","3","2","2","4","1","1","2","2","4","1"
"2","4","18","4","9","1943","3","3","4","3","4","3","23","2","2","1","2","1","1","2","1","2","1"
"1","4","24","1","1","1559","3","2","4","3","4","2","50","1","2","1","2","1","2","2","2","4","1"
"1","4","18","4","6","3422","3","4","4","3","4","1","47","1","2","3","2","2","2","2","2","4","1"
"1","1","21","4","6","3976","5","2","2","3","3","2","35","2","2","1","2","1","2","2","2","4","1"
"2","4","18","4","2","6761","5","1","2","3","4","2","68","2","3","2","2","1","1","2","2","4","1"
"1","4","24","4","2","1249","3","3","4","3","2","3","28","2","2","1","2","1","1","2","2","3","1"
"1","2","9","4","8","1364","3","2","3","3","4","3","59","2","2","1","2","1","1","2","2","4","1"
"2","2","12","4","8","709","3","4","4","3","4","3","57","3","2","1","4","1","1","2","2","4","1"
"2","2","20","2","2","2235","3","1","4","2","2","1","33","1","3","2","2","1","1","1","2","3","1.2"
"1","4","24","2","3","4042","5","2","3","3","4","1","43","2","2","2","2","1","2","2","2","4","1"
"1","4","15","2","8","1471","3","1","4","3","4","4","35","2","1","2","2","1","2","2","2","4","1"
"2","2","18","1","2","1442","3","2","4","3","4","4","32","2","1","2","4","2","1","2","2","4","1"
"1","4","36","3","2","10875","3","4","2","3","2","2","45","2","2","2","2","2","2","2","2","4","1"
"1","4","24","4","2","1474","1","3","4","3","3","3","33","2","2","1","2","1","2","2","2","3","1"
"1","4","10","4","10","894","5","2","4","3","3","1","40","2","2","1","2","1","2","2","1","2","1"
"1","4","15","2","6","3343","3","1","4","3","2","4","28","2","1","1","2","1","2","2","2","4","1"
"2","2","15","4","2","3959","3","1","3","3","2","1","29","2","2","1","2","1","2","2","1","2","1"
"1","4","9","4","2","3577","1","1","1","2","2","3","26","2","3","1","2","2","1","1","2","4","1"
"1","4","24","2","3","5804","4","1","4","3","2","3","27","2","2","2","2","1","1","2","2","4","1"
"2","4","18","3","1","2169","3","1","4","3","2","2","28","2","2","1","2","1","2","2","2","3","1"
"2","2","24","4","8","2439","3","3","4","3","4","3","35","2","2","1","2","1","2","2","1","2","1"
"1","4","27","2","6","4526","4","3","4","3","2","3","32","3","2","2","4","2","2","2","2","4","1"
"2","4","10","4","6","2210","3","1","2","3","2","3","25","1","3","1","4","1","1","2","2","4","1"
"1","4","15","4","6","2221","2","1","2","3","4","2","20","2","3","1","2","1","1","2","1","2","1"
"1","2","18","4","8","2389","3","3","4","3","1","2","27","3","2","1","2","1","1","2","1","2","1"
"1","4","12","2","6","3331","3","4","2","3","4","1","42","3","2","1","2","1","1","2","2","4","1"
"1","4","36","4","1","7409","5","4","3","3","2","1","37","2","2","2","2","1","1","2","2","4","1"
"1","2","12","4","6","652","3","4","4","3","4","1","24","2","3","1","2","1","1","2","1","2","1"
"1","4","36","3","6","7678","2","2","2","3","4","2","40","2","2","2","2","1","2","2","1","2","1"
"1","3","6","2","2","1343","3","4","1","3","4","3","46","2","2","2","2","2","1","1","2","4","1"
"1","2","24","2","1","1382","1","2","4","3","1","3","26","2","2","2","2","1","2","2","2","4","1"
"1","4","15","4","4","874","5","3","4","3","1","3","24","2","2","1","2","1","1","2","1","2","1"
"1","2","12","4","6","3590","3","1","2","1","2","1","29","2","2","1","4","2","1","2","2","4","1"
"1","1","11","2","2","1322","4","1","4","3","4","2","40","2","2","2","2","1","1","2","1","2","1"
"1","2","18","1","8","1940","3","3","3","1","4","4","36","1","1","1","1","1","2","2","2","4","1"
"1","4","36","4","8","3595","3","4","4","3","2","2","28","2","2","1","2","1","1","2","2","4","1"
"2","2","9","4","2","1422","3","3","3","3","2","4","27","2","1","1","1","1","2","2","2","4","1"
"1","4","30","2","8","6742","5","2","2","3","3","1","36","2","2","2","2","1","1","2","2","4","1"
"1","4","24","4","3","7814","3","2","3","3","3","2","38","2","2","1","1","1","2","2","2","4","1"
"1","4","24","4","3","9277","5","1","2","3","4","4","48","2","1","1","2","1","2","2","2","1","1"
"1","1","30","2","2","2181","5","4","4","3","4","3","36","2","2","2","2","1","1","2","2","4","1"
"1","4","18","2","8","1098","3","5","4","3","4","2","65","2","2","2","3","1","1","2","1","2","1"
"2","1","24","4","6","4057","3","2","3","3","3","2","43","2","2","1","2","1","2","2","2","1","1"
"2","2","12","4","5","795","3","3","4","3","4","1","53","2","2","1","2","1","1","2","1","2","1"
"1","1","24","2","1","2825","5","2","4","3","3","4","34","2","2","2","2","2","2","2","2","4","1"
"2","1","48","4","1","15672","3","1","2","3","2","2","23","2","2","1","2","1","2","2","2","4","1"
"1","4","36","2","2","6614","3","4","4","3","4","2","34","2","2","2","1","1","2","2","2","4","1"
"1","4","28","1","3","7824","5","3","3","2","4","3","40","1","3","2","2","2","2","2","2","4","1"
"1","2","27","2","1","2442","3","4","4","3","4","2","43","3","2","4","1","2","2","2","2","4","1"
"1","4","15","2","8","1829","3","4","4","3","4","2","46","2","2","2","2","1","2","2","2","4","1"
"1","2","12","2","2","2171","3","1","4","3","4","1","38","1","2","2","4","1","1","1","2","4","1"
"1","1","36","2","3","5800","3","1","3","3","4","2","34","2","2","2","2","1","2","2","2","4","1"
"1","4","18","2","8","1169","5","1","4","3","3","1","29","2","2","2","2","1","2","2","2","4","1"
"1","4","36","3","3","8947","5","2","3","3","2","2","31","3","2","1","1","2","2","2","2","4","1"
"1","2","21","4","8","2606","3","3","4","3","4","1","28","2","3","1","1","1","2","2","1","2","1"
"1","4","12","2","6","1592","4","2","3","3","2","1","35","2","2","1","2","1","1","1","1","2","1"
"1","4","15","4","6","2186","5","2","1","3","4","3","33","1","3","1","4","1","1","2","1","2","1.06666666666667"
"2","2","18","4","6","4153","3","1","2","1","3","2","42","2","2","1","2","1","1","2","2","4","1"
"2","2","16","2","2","2625","3","4","2","2","4","1","43","1","3","1","2","1","2","2","2","4","1"
"1","4","20","2","2","3485","5","3","2","3","4","3","44","2","2","2","2","1","2","2","2","1","1"
"1","4","36","2","3","10477","5","4","2","3","4","4","42","2","1","2","2","1","1","2","2","4","1"
"1","4","15","4","8","1386","5","1","4","3","2","3","40","2","3","1","2","1","2","2","2","3","1"
"1","4","24","4","8","1278","3","4","4","3","1","3","36","2","2","1","1","1","2","2","2","4","1"
"1","2","12","4","8","1107","3","1","2","3","2","3","20","2","3","1","1","2","2","2","2","4","1"
"1","2","21","4","2","3763","5","2","2","1","2","3","24","2","2","1","4","1","1","1","2","4","1"
"1","1","36","4","5","3711","5","1","2","3","2","2","27","2","2","1","2","1","1","2","2","3","1"
"1","4","15","3","3","3594","3","3","1","3","2","1","46","2","2","2","4","1","1","2","1","2","1.06666666666667"
"1","1","9","4","2","3195","5","1","1","3","2","3","33","2","2","1","4","1","1","2","1","2","1.06666666666667"
"1","4","36","3","8","4454","3","1","4","3","4","3","34","2","2","2","2","1","1","2","1","2","1"
"2","1","24","2","6","4736","3","3","2","3","4","2","25","1","2","1","4","1","1","2","1","2","0.872727272727273"
"1","1","30","4","8","2991","5","4","2","3","4","2","25","2","2","1","2","1","1","2","1","2","1"
"1","4","11","4","1","2142","4","4","1","3","2","3","28","2","2","1","2","1","2","2","2","1","1"
"2","2","24","1","1","3161","3","1","4","3","2","1","31","2","3","1","2","1","2","2","2","4","1"
"2","1","48","5","7","18424","3","1","1","3","2","1","32","1","2","1","1","1","2","1","1","2","1"
"1","4","10","4","3","2848","1","1","1","1","2","3","32","2","2","1","2","2","1","2","2","4","1"
"2","2","6","4","2","14896","3","4","1","3","4","4","68","1","2","1","1","1","2","2","2","4","1"
"2","2","24","4","6","2359","1","5","1","3","1","1","33","2","2","1","2","1","1","2","2","1","1"
"2","2","24","4","6","3345","3","4","4","3","2","1","39","2","3","1","1","1","2","2","2","4","1"
"1","4","18","2","6","1817","3","1","4","3","2","4","28","2","2","2","2","1","1","2","1","2","1"
"1","4","48","3","8","12749","2","2","4","3","1","2","37","2","2","1","1","1","2","2","2","4","1"
"2","2","9","4","8","1366","3","3","3","3","4","1","22","2","3","1","2","1","1","2","1","2","1"
"1","1","12","4","2","2002","3","2","3","3","4","1","30","2","3","1","2","2","2","2","2","4","1"
"2","2","24","1","6","6872","3","3","2","3","1","1","55","1","2","1","2","1","2","2","2","1","1"
"2","2","12","1","2","697","3","3","4","3","2","2","46","1","2","2","2","1","2","2","2","4","1"
"1","2","18","2","6","1049","3","3","4","3","4","1","21","2","3","1","2","1","1","2","1","2","1"
"2","2","48","4","3","10297","3","2","4","3","4","4","39","3","1","3","2","2","2","2","2","4","1"
"1","4","30","4","8","1867","5","4","4","3","4","2","58","2","2","1","2","1","2","2","2","4","1"
"1","2","12","3","2","1344","3","1","4","3","2","3","43","2","2","2","4","2","1","2","2","4","1"
"1","2","24","4","6","1747","3","3","4","1","1","1","24","2","2","1","4","1","1","1","2","4","1"
"2","1","9","4","8","1670","3","3","4","3","2","2","22","2","2","1","2","1","2","2","1","2","1"
"1","4","9","2","2","1224","3","1","3","3","1","3","30","2","2","2","2","1","1","2","2","4","1"
"1","4","12","2","8","522","2","4","4","3","4","1","42","2","2","2","2","2","2","2","2","4","1"
"1","2","12","4","8","1498","3","1","4","3","1","2","23","1","2","1","2","1","1","2","1","2","1"
"2","1","30","3","8","1919","1","3","4","3","3","4","30","3","2","2","1","1","1","2","2","4","1"
"2","3","9","4","8","745","3","1","3","3","2","3","28","2","2","1","4","1","1","2","1","2","0.872727272727273"
"1","1","6","4","8","2063","3","3","4","3","3","2","30","2","3","1","1","1","2","2","2","3","1"
"2","1","60","4","5","6288","3","1","4","3","4","4","42","2","1","1","2","1","1","2","2","4","1"
"1","4","24","2","3","6842","5","1","2","3","4","1","46","2","2","2","1","2","2","2","2","4","1"
"1","4","12","4","2","3527","5","3","2","3","3","1","45","2","2","1","1","2","2","2","2","4","1"
"1","4","10","4","2","1546","3","1","3","3","2","3","31","2","2","1","4","2","1","1","2","4","1"
"1","4","24","4","6","929","5","2","4","3","2","2","31","3","2","1","2","1","2","2","2","4","1"
"1","4","4","2","2","1455","3","2","2","3","1","3","42","2","2","3","4","2","1","2","2","4","1"
"1","2","15","4","6","1845","3","3","4","2","1","1","46","2","3","1","2","1","1","2","1","2","1"
"1","1","48","5","2","8358","2","3","1","3","1","2","30","2","2","2","2","1","1","2","1","2","1"
"2","2","24","1","6","3349","2","3","4","3","4","4","30","2","1","1","2","2","2","2","2","4","1"
"1","4","12","4","2","2859","5","5","4","3","4","4","38","2","2","1","1","1","2","2","2","4","1"
"2","4","18","4","6","1533","3","3","4","1","1","1","43","2","2","1","4","2","1","2","2","3","1"
"2","4","24","4","8","3621","1","4","2","3","4","2","31","2","2","2","2","1","1","2","2","4","1"
"1","1","18","2","1","3590","3","5","3","3","3","2","40","2","2","3","3","2","2","2","2","3","1"
"2","2","36","3","1","2145","3","2","2","3","1","2","24","2","2","2","2","1","2","2","2","4","1"
"2","1","24","4","3","4113","2","3","3","3","4","2","28","2","3","1","2","1","1","2","1","2","1"
"2","4","36","4","6","10974","3","5","4","3","2","2","26","2","2","2","1","1","2","2","1","2","1"
"1","2","12","4","2","1893","3","1","4","2","4","1","29","2","2","1","2","1","2","2","1","2","1"
"1","2","24","2","8","1231","4","4","4","3","4","1","57","2","3","2","1","1","2","2","1","2","1"
"1","3","30","2","8","3656","5","4","4","3","4","1","49","3","2","2","4","1","1","2","2","4","1"
"1","1","9","2","8","1154","3","4","2","3","4","3","37","2","2","3","4","1","1","2","2","4","1"
"2","2","28","4","2","4006","3","1","3","3","2","2","45","2","2","1","4","1","1","2","2","4","1"
"1","1","24","4","6","3069","1","4","4","3","4","4","30","2","1","1","2","1","1","2","2","4","1"
"1","4","6","2","8","1740","3","4","2","3","2","3","30","2","3","2","2","1","1","2","2","3","1"
"1","1","21","3","2","2353","3","1","1","3","4","1","47","2","2","2","2","1","1","2","2","1","1"
"1","4","15","4","2","3556","5","1","3","3","2","4","29","2","2","1","2","1","1","2","2","4","1"
"2","4","24","4","8","2397","2","4","3","3","2","2","35","1","2","2","2","1","2","2","2","4","1"
"1","1","6","4","9","454","3","3","3","3","1","1","22","2","2","1","4","1","1","2","2","3","1"
"1","1","30","4","8","1715","5","1","4","3","1","2","26","2","2","1","2","1","1","2","1","2","1"
"2","1","27","2","8","2520","2","1","4","3","2","1","23","2","2","2","4","1","1","2","2","4","1"
"1","4","15","4","8","3568","3","4","4","3","2","2","54","1","3","1","1","1","2","2","1","2","1"
"1","4","42","4","8","7166","5","2","2","3","4","1","29","2","3","1","2","1","2","2","2","3","1"
"1","2","11","2","2","3939","3","1","1","3","2","3","40","2","2","2","4","2","1","2","2","4","1"
"1","1","15","4","9","1514","1","1","4","2","2","3","22","2","2","1","2","1","1","2","2","4","1"
"1","4","24","4","2","7393","3","1","1","3","4","1","43","2","2","1","4","2","1","2","2","4","1"
"2","2","24","1","2","1193","3","5","1","1","4","4","29","2","3","2","3","1","1","2","1","2","1"
"2","2","60","4","1","7297","3","4","4","1","4","4","36","2","3","1","2","1","1","2","2","4","1"
"1","4","30","2","8","2831","3","1","4","3","2","2","33","2","2","1","2","1","2","2","1","2","1"
"1","3","24","4","8","1258","2","1","3","3","3","2","57","2","2","1","4","1","1","2","1","2","1.06666666666667"
"1","1","6","4","8","753","3","1","2","2","3","3","64","2","2","1","2","1","1","2","1","2","1"
"1","1","18","3","1","2427","5","4","4","3","2","1","42","2","2","2","2","1","1","2","2","4","1"
"2","4","24","3","2","2538","3","4","4","3","4","2","47","2","2","2","4","2","1","2","2","4","1"
"2","1","15","1","2","1264","1","1","2","3","2","1","25","2","3","1","2","1","1","2","2","3","1"
"2","1","30","2","6","8386","3","2","2","3","2","1","49","2","2","1","2","1","1","2","2","4","1"
"2","4","48","4","1","4844","3","5","3","3","2","2","33","1","3","1","1","1","2","2","2","4","1"
"1","3","21","4","2","2923","1","1","1","3","1","2","28","1","2","1","1","1","2","2","1","2","1"
"2","2","36","4","3","8229","3","1","2","3","2","1","26","2","2","1","2","2","1","2","2","4","1"
"1","4","24","2","6","2028","3","2","2","3","2","1","30","2","2","2","4","1","1","2","2","4","1"
"1","2","15","2","6","1433","3","1","4","3","3","1","25","2","3","2","2","1","1","2","1","2","1"
"1","3","42","5","1","6289","3","3","2","3","1","1","33","2","2","2","2","1","1","2","2","1","1"
"1","4","13","4","8","1409","1","5","2","3","4","3","64","2","2","1","2","1","1","2","1","2","1"
"1","2","24","4","3","6579","3","5","4","3","2","4","29","2","1","1","1","1","2","2","2","4","1"
"1","1","24","2","8","1743","3","4","4","3","2","1","48","2","2","2","4","1","1","2","2","4","1"
"1","4","12","2","5","3565","5","3","2","3","1","1","37","2","2","2","4","2","1","2","2","4","1"
"1","4","15","1","8","1569","1","4","4","3","4","2","34","1","2","1","4","2","1","2","2","4","1"
"1","2","18","4","8","1936","5","2","2","3","4","2","23","2","3","2","4","1","1","2","2","3","1"
"1","2","36","4","6","3959","3","5","4","3","3","1","30","2","2","1","1","1","2","2","2","4","1"
"1","4","12","4","2","2390","5","4","4","3","3","2","50","2","2","1","2","1","2","2","2","4","1"
"1","4","12","4","6","1736","3","2","3","3","4","3","31","2","2","1","4","1","1","2","1","2","1.06666666666667"
"1","2","30","4","3","3857","3","1","4","3","4","1","40","2","2","1","1","1","2","2","2","1","1"
"1","4","12","4","8","804","3","4","4","3","4","2","38","2","2","1","2","1","1","2","2","4","1"
"2","2","45","4","8","1845","3","1","4","3","4","4","23","2","1","1","2","1","2","2","2","4","1"
"1","1","45","2","3","4576","1","5","3","3","4","2","27","2","2","1","2","1","1","2","2","4","1"
